BLADE_TYPE,COMMENTS,FACING_CD,FLD_SRC_TXT,INSTDATE,MATERIAL,PL_TY,REUSE,SGN_COUNT_NO,SGN_STA_CD,SIGN_TXT,STA_CD,SIZE_CD,SUPPORTTYPE,UNITID,TE_SIGNLOCATION_UNITID,POINT,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
Parking Restrictions,,NW,GPS,8/29/2013,High Intensity,SG_40-06,,0,R,,R,30X45,Signpole,1109755773,1109755768,POINT (-114.081496995785 51.132382575934),2,2,273,4
Yield,,N,GPS,4/18/2019,Diamond Grade,SG_40-06,,3,A,,A,60X60,Signpole,1110214346,1109737732,POINT (-113.955993465068 50.888196921703),4,3,95,8
Playground,,N,Field Estimate,10/28/2015,High Intensity,,,0,R,,R,75X120,,1109981127,1109069061,POINT (-113.970014447734 51.07786038774),9,4,34,3
Regulatory,,N,Field Estimate,2/6/2020,High Intensity,,,1,A,DANGEROUS GOODS (Class 6 symbol) NOT ALLOWED ON GLENMORE CAUSEWAY,A,SPECIAL,Streetlightstandard,1110265065,1110265064,POINT (-114.118267949207 51.004926602091),8,1,42,2
Pedestrian,,W,Field Estimate,3/22/2018,High Intensity,,,1,A,PED-X R2L,A,120X120,Streetlightstandard,1110120115,1110120114,POINT (-114.084994543753 50.950083200032),5,1,283,6
Residential Parking,,NE,Field Estimate,2/26/2020,High Intensity,SG_40-05,,1,A,"NPAT EXCEPT PERMIT 'J', AL",A,SPECIAL,Signpole,1110240483,1110240482,POINT (-114.07427977183 51.034634515889),14,1,18,2
Parking Restrictions,,SW,,2/26/2020,High Intensity,SG_40-05,,1,A,,A,30X30,Signpole,1110240484,1109071901,POINT (-114.074089775015 51.034642847729),14,1,18,2
Bicycle / Pathway,,E,Field Estimate,2/20/2020,Engineer Grade,SG_40-06,,1,A,,A,45X75,Signpole,1110247687,1110247686,POINT (-114.206859718952 51.030632985228),1,1,289,14
Pedestrian,,E,Field Estimate,3/22/2018,High Intensity,SG_40-06,,1,A,PED-X L2R,A,60X75,Signpole,1110120128,1110120127,POINT (-114.084176483275 50.950777524517),8,1,7,5
Street Name,,E/W,GPS,11/5/2014,High Intensity,SG_40-06,,3,A,200 AUBURN SHORES LD,A,15XL,Signpole,1109737878,1109737732,POINT (-113.955993465068 50.888196921703),4,3,95,8
Warning,,W,Field Estimate,3/22/2018,High Intensity,,,1,A,ADV PED R2L,A,75X75,Streetlightstandard,1110120111,1110120110,POINT (-114.086075522256 50.950181512835),5,1,283,6
Pedestrian,,E,Field Estimate,3/22/2018,High Intensity,SG_40-06,,1,A,PED-X R2L,A,60X75,Signpole,1110120126,1110120124,POINT (-114.084124316151 50.950849137733),8,1,7,5
Street Name,,N/S,GPS,11/5/2014,High Intensity,SG_40-06,,3,A,AUBURN SHORES WY,A,15XL,Signpole,1109737877,1109737732,POINT (-113.955993465068 50.888196921703),4,3,95,8
Disabled Parking,,SE,Field Estimate,7/10/2019,High Intensity,SG_40-05,,1,A,"DPZ, 8M, AR",A,30X45,Signpole,1110231096,1110231094,POINT (-113.980044741765 50.930389918978),4,3,296,13
Pedestrian,,W,Field Estimate,3/22/2018,High Intensity,SG_40-06,,1,A,PED-X L2R,A,60X75,Signpole,1110120113,1110120112,POINT (-114.084898837197 50.95017686869),5,1,283,6
Regulatory,,W,Field Estimate,10/16/2018,High Intensity,,,3,A,,A,60X60,Streetlightstandard,1110173311,1110173240,POINT (-113.987962874778 50.979571281229),10,3,105,8
Yield,,SE,Field Estimate,3/22/2018,Diamond Grade,,,1,A,YIELD,A,60X60,Streetlightstandard,1110120134,1110120133,POINT (-114.084333745168 50.950981126253),8,1,7,5
Yield,,NW,Field Estimate,3/22/2018,Diamond Grade,SG_40-06,,1,A,YIELD,A,60X60,Signpole,1110120117,1110120116,POINT (-114.084732910175 50.95000080279),5,1,283,6
Bicycle / Pathway,,W,Field Estimate,2/20/2020,Engineer Grade,,,1,A,,A,45X75,Streetlightstandard,1110247689,1110247688,POINT (-114.207017581577 51.030507118649),1,1,289,14
Warning,,N,GPS,,,,,0,R,,R,,,1109171485,1109064423,POINT (-114.118263239292 51.006489190066),8,1,42,2
Playground,,E,,3/10/2020,High Intensity,SG_40-99,,2,A,,A,45X60,Signpole,1109197255,1109085241,POINT (-114.098195674291 51.070609526546),7,2,63,7
Warning,,E,,9/4/2007,High Intensity,SG_40-06,,1,A,13-201,R,75X75,Signpole,1109129471,1109069777,POINT (-114.011558047086 51.052508715049),12,4,167,3
Regulatory,,SW,GPS,3/10/2020,High Intensity,SG_40-08,,1,A,,A,45X60,Signpole,1109537290,1109537288,POINT (-114.119046666462 51.057004748211),7,2,280,7
Disabled Parking,,NE,Field Estimate,2/6/2020,High Intensity,SG_40-05,,1,A,"DPZ, 8M, AR",A,30X45,Signpole,1110265044,1110265043,POINT (-114.079441234833 50.969618646192),8,1,195,5
Warning,,W,Field Estimate,2/27/2020,High Intensity,SG_40-05,,1,A,,A,30X90,Signpole,1110267178,1110267177,POINT (-114.208144852215 51.064666046743),1,1,114,14
Warning,,E,Field Estimate,10/16/2018,High Intensity,,,1,A,,A,45X60,Streetlightstandard,1110173239,1110173238,POINT (-113.985640577234 50.979514059272),10,3,105,8
Pedestrian,,SE,,7/2/2001,Diamond Grade,SG_40-05,,1,A,,R,60X90,Signpole,1109159085,1109071901,POINT (-114.074089775015 51.034642847729),14,1,18,2
Regulatory,,E,Field Estimate,10/16/2018,High Intensity,SG_40-05,,2,A,,A,60X60,Signpole,1110173313,1110108575,POINT (-113.989751332299 50.978566876451),10,3,105,8
Parking Restrictions,,SE,Field Estimate,2/25/2020,High Intensity,SG_40-06,,1,A,NPAT DA,A,30X30,Signpole,1110256028,1110256027,POINT (-114.039164160277 51.011383816795),10,3,75,11
Street Name,,N/S,GPS,8/13/2014,High Intensity,SG_40-06,,3,A,COPPERPOND LANE,A,15XL,Signpole,1109790031,1109790028,POINT (-113.920297065326 50.917998320525),4,3,96,8
Warning,,N,GPS,2/6/2020,High Intensity,,,1,A,,A,75X75,Streetlightstandard,1110265066,1109654561,POINT (-114.118266203176 51.00553324982),8,1,42,2
School,,N,Field Estimate,7/1/2007,Diamond Grade,,,0,R,07:30 TO 21:00,R,75X105,,1109125955,1109069061,POINT (-113.970014447734 51.07786038774),9,4,34,3
Regulatory,,E,Field Estimate,10/16/2018,High Intensity,,,3,A,,A,45X60,Streetlightstandard,1110173241,1110173240,POINT (-113.987962874778 50.979571281229),10,3,105,8
Bicycle / Pathway,,W,Field Estimate,2/20/2020,Engineer Grade,SG_40-06,,1,A,,A,45X75,Signpole,1110247695,1110247694,POINT (-114.211083494204 51.030776707897),1,1,289,14
Speed,,N,GPS,7/1/2004,High Intensity,,,1,A,MAXIMUM 80,R,90X105,Streetlightstandard,1109221884,1109076871,POINT (-114.118263093121 51.007519948465),8,1,42,2
Warning,,E,,10/17/2019,High Intensity,,,1,A,RAMP 40 KM/H,A,,,1109125620,1109055282,POINT (-114.138296031961 51.10863447957),2,2,8,4
Parking Restrictions,,NE,GPS,7/20/2012,High Intensity,SG_40-06,,1,A,,A,30X30,Signpole,1109707744,1109707743,POINT (-113.948485044255 50.882425162803),4,3,90,8
Snow Route,,SE,Field Estimate,7/27/2018,High Intensity,SG_40-05,,4,A,NS Snow Route 2100-0600,A,SPECIAL,Signpole,1110164417,1110164384,POINT (-114.073861298298 51.050682891564),7,1,295,7
Street Name,,S,GPS,12/13/2019,High Intensity,SG_40-06,,2,A,SETON BLVD (DA),A,53XL,Signpole,1110255804,1109707736,POINT (-113.948120499852 50.882500967636),4,3,90,8
Disabled Parking,,NE,Field Estimate,7/10/2019,High Intensity,SG_40-05,,1,A,"DPZ, 8M, AR",A,30X45,Signpole,1110233622,1110233621,POINT (-114.107889937535 50.904800165271),5,1,138,6
Regulatory,,E,Field Estimate,2/6/2020,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110264841,1110264529,POINT (-114.117664195686 51.004996724361),8,1,122,5
Parking Restrictions,,SW,GPS,5/15/2014,High Intensity,SG_40-06,,2,A,,A,30X30,Signpole,1109707739,1109707736,POINT (-113.948120499852 50.882500967636),4,3,90,8
Regulatory,,E,Field Estimate,7/1/2002,High Intensity,SG_40-06,,1,A,,A,60X75,Signpole,1109176265,1109021055,POINT (-114.105317476386 51.065245429164),7,2,152,7
Regulatory,,SW,,10/16/2019,High Intensity,SG_40-05,,4,A,,A,45X60,Signpole,1109147407,1109012320,POINT (-114.079533343799 51.057187341747),7,2,62,7
Parking Restrictions,,SE,GPS,10/2/2019,High Intensity,,,3,A,3HP 0900-1800 M-Sat Pay Reqd AR,A,SPECIAL,Streetlightstandard,1109693534,1109693532,POINT (-114.054325608558 51.04535386954),7,3,65,7
Regulatory,,NW,Field Estimate,11/30/2018,High Intensity,SG_40-05,,1,A,"MANDATORY RIGHT TURN LANE SIGN, EXCEPT CT AND BIKES",A,SPECIAL,Signpole,1110194317,1110194314,POINT (-114.025431857115 51.037696816233),10,3,98,11
Park Plus,,SE,GPS,1/11/2012,Engineer Grade,,,3,A,"14"" zone 2326 AR (g green)",A,SPECIAL,Streetlightstandard,1109693533,1109693532,POINT (-114.054325608558 51.04535386954),7,3,65,7
Guide / Information,,S,,7/1/2001,High Intensity,SG_40-06,,0,R,BAKER PARK,R,SPECIAL,Signpole,1109119721,1109072563,POINT (-114.211272581307 51.101373230904),13,2,148,9
Timed Parking,,SE,GPS,,,,,2,A,3HP 0900-1800 M-Sat Pay Reqd AR,R,SPECIAL,Streetlightstandard,1110243506,1109693523,POINT (-114.054057198608 51.045358818778),7,3,65,7
Parking Restrictions,,SE,GPS,,,,,3,A,"MAY 30 TO SEPT 6 FOOD TRUCK PARKING ONLY, AR",R,SPECIAL,Streetlightstandard,1110243503,1109693532,POINT (-114.054325608558 51.04535386954),7,3,65,7
Parking Restrictions,,SE,GPS,1/11/2012,High Intensity,,,3,A,,A,30X45,Streetlightstandard,1109693535,1109693532,POINT (-114.054325608558 51.04535386954),7,3,65,7
Warning,,NW,Field Estimate,11/30/2018,High Intensity,SG_40-05,,1,A,,A,75X75,Signpole,1110194280,1110194278,POINT (-114.024619992119 51.037394166045),10,3,54,11
Park Plus,,SE,GPS,1/11/2012,Engineer Grade,,,2,A,"14"" zone 2326 DA (g green)",A,SPECIAL,Streetlightstandard,1109693551,1109693523,POINT (-114.054057198608 51.045358818778),7,3,65,7
Regulatory,,NW,Field Estimate,11/30/2018,High Intensity,,,1,A,"MANDATORY RIGHT TURN LANE SIGN, EXCEPT CT AND BIKES",A,SPECIAL,Trunk,1110194316,1110194309,POINT (-114.026057635987 51.037941573395),10,3,54,11
Parking Restrictions,,SE,GPS,,,,,2,A,"MAY 30 TO SEPT 6 FOOD TRUCK PARKING ONLY, AL",R,SPECIAL,Streetlightstandard,1110243505,1109693523,POINT (-114.054057198608 51.045358818778),7,3,65,7
Timed Parking,,SE,GPS,1/11/2012,High Intensity,,,2,A,3HP 0900-1800 M-Sat Pay Reqd DA,A,SPECIAL,Streetlightstandard,1109693552,1109693523,POINT (-114.054057198608 51.045358818778),7,3,65,7
Street Name,,E/W,,7/1/2007,High Intensity,SG_40-06,,0,R,CONSTABLE ROAD,R,15XL,Signpole,1109128929,1109050973,POINT (-114.105918618129 51.084246619978),7,2,214,4
Parking Restrictions,,NE,GPS,7/1/2005,,,,0,R,,R,30X45,,1109171230,1109081731,POINT (-113.937192006334 51.11675261245),11,4,26,1
Disabled Parking,,SE,Field Estimate,10/26/2018,High Intensity,SG_40-05,,0,R,HZ 8M AR,R,30X45,Signpole,1110190175,1110190174,POINT (-113.980804723462 50.929467304845),4,3,296,13
Parking Restrictions,,NE,GPS,7/1/2005,,,,0,R,,R,30X30,,1109170926,1109081731,POINT (-113.937192006334 51.11675261245),11,4,26,1
Street Name,,N/S,,7/1/2007,High Intensity,SG_40-06,,0,R,COLLINGWOOD DRIVE,R,15XL,Signpole,1109128876,1109050973,POINT (-114.105918618129 51.084246619978),7,2,214,4
Street Name,,N/S,,7/1/2004,,SG_40-06,,0,R,,R,15XL,Signpole,1109124430,1109054349,POINT (-114.10531676493 51.085016551264),7,2,214,4
Street Name,,E/W,,7/1/2004,High Intensity,SG_40-06,,0,R,,R,15XL,Signpole,1109128837,1109054349,POINT (-114.10531676493 51.085016551264),7,2,214,4
Yield,,W,,7/1/2007,High Intensity,SG_40-06,,0,R,,R,75X75,Signpole,1109199705,1109050973,POINT (-114.105918618129 51.084246619978),7,2,214,4
Regulatory,,S,GPS,6/18/2013,,SG_40-05,,0,R,,R,60X60,Signpole,1109213222,1109081741,POINT (-113.93696253526 51.116445768436),11,4,26,1
Pedestrian,,S,GPS,6/18/2013,,SG_40-05,,0,R,,R,60X75,Signpole,1109213822,1109081741,POINT (-113.93696253526 51.116445768436),11,4,26,1
Stop,,N,,10/12/2012,Diamond Grade,SG_40-06,,0,R,,R,60X6,Signpole,1109226937,1109060340,POINT (-114.060124705437 51.001540735764),10,3,160,11
Warning,,E,GPS,7/30/2013,High Intensity,SG_40-05,,0,R,,R,75X75,Signpole,1109747195,1109747100,POINT (-113.958116794709 50.877083852543),4,3,90,8
Regulatory,,S,GPS,7/23/2013,High Intensity,SG_40-45,,0,R,,R,60X75,Signpole,1109743171,1109743170,POINT (-113.957298267076 50.877059852074),4,3,90,8
Speed,,S,,3/29/2011,High Intensity,SG_40-05,,0,R,MAXIMUM 50,R,60X75,Signpole,1109130057,1109031711,POINT (-114.094707610799 51.069460108719),7,2,63,7
Warning,,S,,,,SG_40-27,,0,R,,R,30X90,Signpole,1109746377,1109746376,POINT (-113.956861706769 50.876406650335),4,3,90,8
Street Name,,N/S,,7/1/2007,High Intensity,SG_40-06,,0,R,58 AVE SE,R,15XL,Signpole,1109226739,1109060340,POINT (-114.060124705437 51.001540735764),10,3,160,11
Pedestrian,,W,Field Estimate,9/22/2016,High Intensity,SG_40-99,,0,R,,R,60X75,Signpole,1110025306,1110025305,POINT (-114.213691497031 51.05669471456),1,1,114,14
Street Name,,E/W,,7/1/2007,High Intensity,SG_40-06,,0,R,2 ST SE,R,15XL,Signpole,1109226867,1109060340,POINT (-114.060124705437 51.001540735764),10,3,160,11
Warning,,E,GPS,7/31/2013,High Intensity,SG_40-27,,0,R,,R,75X75,Signpole,1109747209,1109747084,POINT (-113.95815825585 50.877063747807),4,3,90,8
Speed,,N,,7/1/2002,High Intensity,,,1,A,MAXIMUM 50,A,60X75,,1109132344,1109057591,POINT (-114.094849986782 51.05804589188),7,2,40,7
Regulatory,,N,GPS,7/23/2013,High Intensity,SG_40-45,,0,R,,R,60X75,Signpole,1109743173,1109743172,POINT (-113.957394960819 50.876677780323),4,3,90,8
Street Name,,E,,7/1/2007,High Intensity,,,1,A,,A,30XL,,1109095023,1109060365,POINT (-114.06399401473 51.001486228712),10,3,160,11
Regulatory,,W,GPS,9/25/2017,High Intensity,SG_40-99,,0,R,,R,60X75,Signpole,1110095890,1110094581,POINT (-114.160528562239 51.162465627128),3,2,292,10
Warning,,W,GPS,9/25/2017,High Intensity,SG_40-45,,0,R,,R,45X90,Signpole,1110094589,1110094574,POINT (-114.160114187507 51.162527084882),3,2,292,10
Warning,,N,GPS,9/25/2017,High Intensity,SG_40-45,,0,R,,R,45X90,Signpole,1110095838,1110094575,POINT (-114.159749267887 51.16288911413),3,2,292,10
Regulatory,,E,GPS,10/4/2017,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1110095887,1110094577,POINT (-114.158622883253 51.162704173752),3,2,292,10
Warning,,E,GPS,9/25/2017,High Intensity,SG_40-05,,0,R,,R,75X75,Signpole,1110098316,1110098315,POINT (-114.159858019863 51.162717070842),3,2,292,10
Regulatory,,W,GPS,9/25/2017,High Intensity,SG_40-99,,0,R,,R,60X75,Signpole,1110096007,1110094580,POINT (-114.161870702843 51.162473291365),3,2,292,10
Warning,,E,GPS,9/25/2017,High Intensity,SG_40-45,,0,R,,R,45X90,Signpole,1110095867,1110094576,POINT (-114.159128164699 51.16267684788),3,2,292,10
Warning,,S,GPS,7/24/2013,High Intensity,SG_40-27,,0,R,,R,30X90,Signpole,1109746373,1109746372,POINT (-113.957000552051 50.877473470346),4,3,90,8
Parking Restrictions,,SE,GPS,10/4/2017,High Intensity,SG_40-06,,0,R,,R,30X30,Signpole,1110095888,1110094577,POINT (-114.158622883253 51.162704173752),3,2,292,10
Regulatory,,N,GPS,9/25/2017,High Intensity,SG_40-99,,0,R,,R,60X75,Signpole,1110098366,1110094579,POINT (-114.159847215106 51.163209600997),3,2,292,10
Regulatory,,N,GPS,10/4/2017,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1110096134,1110094614,POINT (-114.159328874027 51.162082903349),3,2,292,10
Regulatory,,N,GPS,9/25/2017,High Intensity,SG_40-99,,0,R,,R,60X75,Signpole,1110096082,1110094582,POINT (-114.160036449567 51.164111266289),3,2,292,10
Warning,,S,GPS,9/25/2017,High Intensity,SG_40-45,,0,R,,R,45X90,Signpole,1110094893,1110094573,POINT (-114.159489934785 51.162278671544),3,2,292,10
Warning,,N,GPS,1/7/2020,High Intensity,SG_40-08,,1,A,,A,30X90,Signpole,1109594928,1109552672,POINT (-114.017788205887 51.03889824609),10,3,54,11
Bicycle / Pathway,,S,,1/6/2020,Engineer Grade,SG_40-99,,4,A,BIKE ROUTE END,A,SPECIAL,Signpole,1109143835,1109018074,POINT (-114.131088874631 51.074175585295),13,2,274,7
Stop,,S,Field Estimate,1/7/2020,Diamond Grade,SG_40-06,,3,A,,A,60X6,Signpole,1109209002,1109040544,POINT (-114.092985519205 51.037704909595),14,1,16,2
Regulatory,,E,GPS,10/27/2011,High Intensity,SG_40-05,,0,R,,R,60X75,Signpole,1109680329,1109678730,POINT (-114.070173235327 50.97971596859),10,3,284,11
Regulatory,,N,GPS,10/27/2011,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1109680300,1109680297,POINT (-114.071862072449 50.980311465096),8,1,120,5
Regulatory,,W,GPS,10/27/2011,High Intensity,SG_40-99,,0,R,,R,60X75,Signpole,1109679398,1109679394,POINT (-114.072652057271 50.979469284307),8,1,195,5
Regulatory,,S,GPS,10/27/2011,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1109680334,1109680293,POINT (-114.071345092106 50.978815930907),10,3,174,5
Regulatory,,E,,4/7/2014,High Intensity,SG_40-05,,0,R,,R,60X75,Signpole,1109784733,1109784731,POINT (-114.070173235327 50.97971596859),10,3,284,11
Parking Restrictions,,NW,GPS,7/1/2007,,SG_40-99,,3,A,,A,30X30,Signpole,1109109736,1109054163,POINT (-114.103666278411 51.086324615081),7,2,214,4
Parking Restrictions,,NW,GPS,7/1/2001,,SG_40-99,,3,A,,A,,Signpole,1109128627,1109054168,POINT (-114.100779431164 51.085027942648),7,2,214,4
Disabled Parking,,NE,GPS,8/1/2013,High Intensity,SG_40-06,,0,R,,R,30X45,Signpole,1109750859,1109750823,POINT (-114.132756989885 51.029805643171),14,1,182,2
Parking Restrictions,,SW,GPS,10/5/2010,High Intensity,SG_40-06,,0,R,,R,30X60,Signpole,1109628772,1109628771,POINT (-114.059899261695 50.982792226585),10,3,284,11
Street Name,,E,GPS,8/23/2008,High Intensity,SG_40-12,,1,A,MACLEOD TRAIL S <----> N,A,53XL,Signpole,1109292276,1109292244,POINT (-114.069672866997 50.965051129928),10,3,174,5
Snow Route,,NW,GPS,11/1/2011,High Intensity,SG_40-99,,3,A,Snow Route,A,SPECIAL,Signpole,1109681368,1109054163,POINT (-114.103666278411 51.086324615081),7,2,214,4
Regulatory,,N,,7/1/2002,,,,1,A,,A,60X45,,1109128707,1109031011,POINT (-114.10088220598 51.085257848515),7,2,214,4
Parking Restrictions,,NW,GPS,7/1/2005,,SG_40-99,,3,A,,A,30X30,Signpole,1109125891,1109054168,POINT (-114.100779431164 51.085027942648),7,2,214,4
Regulatory,,S,GPS,10/4/2017,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1110096137,1110095877,POINT (-114.1593471095 51.161554615145),3,2,292,10
Parking Restrictions,,E,,6/2/2016,High Intensity,,,1,A,,A,30X30,,1109196993,1109054230,POINT (-114.100244368434 51.084891193252),7,2,214,4
Street Name,,NE,,7/1/2005,High Intensity,SG_40-99,,1,A,,A,30XL,,1109154205,1109054166,POINT (-114.101996945367 51.08569256763),7,2,214,4
Parking Restrictions,,NW,GPS,7/1/2005,High Intensity,SG_40-99,,3,A,NP SCHOOL DAYS 0700-1700 EX. SCHOOL BUSES,A,SPECIAL,Signpole,1109153547,1109054163,POINT (-114.103666278411 51.086324615081),7,2,214,4
Street Name,,NW,,7/1/2007,,SG_40-99,,1,A,,A,30XL,,1109125083,1109054167,POINT (-114.10173577189 51.085551086479),7,2,214,4
Parking Restrictions,,S,,7/1/2002,,SG_40-06,,1,A,,A,30X30,Signpole,1109197091,1109054233,POINT (-114.100630557351 51.08511584875),7,2,214,4
Snow Route,,N,GPS,11/1/2011,High Intensity,SG_40-99,,3,A,SNOW ROUTE,A,SPECIAL,Signpole,1109681435,1109054168,POINT (-114.100779431164 51.085027942648),7,2,214,4
Regulatory,,SW,,7/1/2002,,,,1,A,,A,60X45,,1109110870,1109081014,POINT (-114.100987140291 51.085139852963),7,2,214,4
Warning,,N,,5/27/2009,High Intensity,SG_40-05,,1,R,,A,45X90,Signpole,1109158424,1109030437,POINT (-114.163528448677 51.009877969787),1,1,278,14
Warning,,NW,Field Estimate,12/9/2010,High Intensity,SG_40-06,,1,R,,A,90X90,Signpole,1109627173,1109627146,POINT (-114.141607856048 51.008843916017),1,1,142,14
Warning,,E,GPS,12/9/2010,High Intensity,SG_40-06,,2,R,,A,75X75,Signpole,1109627252,1109627247,POINT (-114.140680543594 51.009220032819),8,1,42,2
Warning,,W,,7/1/2002,,SG_40-06,,1,R,,A,75X75,Signpole,1109102512,1109049327,POINT (-114.201310774099 51.016904222248),1,1,289,14
Regulatory,,NW,Field Measurement,5/22/2014,High Intensity,SG_40-05,,1,R,,A,60X75,Signpole,1109792408,1109792407,POINT (-114.162914144726 51.009662356329),1,1,142,14
Warning,,NE,GPS,12/9/2010,Diamond Grade,SG_40-08,,1,R,,A,45X90,Signpole,1109627225,1109627213,POINT (-114.140760220136 51.007894433898),8,1,129,5
Warning,,W,,7/1/2002,High Intensity,SG_40-06,,1,R,,A,75X75,Signpole,1109196797,1109073175,POINT (-114.169217322906 51.008990886171),1,1,278,14
Timed Parking,,NW,Field Estimate,,High Intensity,SG_40-04,,4,A,"2HP, 09:00-18:00, M - F, PAY REQD, DA",A,SPECIAL,Signpole,1110202577,1109038148,POINT (-114.087940817312 51.042048921009),14,1,260,2
Warning,,W,,10/8/2009,High Intensity,SG_40-05,,1,R,,A,45X90,Signpole,1109103971,1109053954,POINT (-114.196146951617 51.014449845128),1,1,165,14
Regulatory,,W,GPS,2/12/2016,High Intensity,SG_40-05,,2,R,BIKE LANE BEGINS (ADL),A,SPECIAL,Signpole,1109977211,1109977208,POINT (-114.202809003866 51.017781398201),1,1,289,14
Park Plus,,NE/SW,Field Estimate,5/21/2015,Engineer Grade,SG_40-05,,1,A,ZP # 3303 AL (BLUE),R,35X20,Signpole,1109943083,1109943082,POINT (-114.08699254066 51.042132173554),14,1,260,2
Warning,,W,GPS,12/9/2010,High Intensity,SG_40-05,,1,R,,A,75X75,Signpole,1109627243,1109627238,POINT (-114.140161083247 51.008870560344),8,1,129,5
Warning,,NW,GPS,12/9/2010,High Intensity,SG_40-09,,1,R,,A,45X90,Signpole,1109647021,1109627093,POINT (-114.141791797492 51.008981361762),1,1,142,14
Warning,,SE,,7/1/2002,High Intensity,,,1,R,,A,75X75,,1109197503,1109030460,POINT (-114.189533830944 51.012389337227),1,1,278,14
Parking Restrictions,,SW,GPS,5/21/2015,High Intensity,SG_40-05,,2,A,"NSAT, AL + TOW AWAY",R,30X45,Signpole,1109943079,1109943078,POINT (-114.087313387845 51.042148617462),14,1,260,2
Warning,,E,GPS,12/9/2010,High Intensity,SG_40-06,,1,R,,A,75X75,Signpole,1109627092,1109627089,POINT (-114.142540865925 51.009221821855),1,1,142,14
Warning,,SW,GPS,7/18/2013,High Intensity,SG_40-08,,1,R,,A,45X90,Signpole,1109720805,1109720804,POINT (-114.163297698007 51.009441358797),1,1,142,14
Timed Parking,,SW,GPS,,,SG_40-05,,2,A,"2HP, 0900-1800, M-F, AR, PAY REQD",R,SPECIAL,Signpole,1110202602,1109943078,POINT (-114.087313387845 51.042148617462),14,1,260,2
Timed Parking,,SW,Field Estimate,5/21/2015,High Intensity,SG_40-05,,3,A,"'2HP, 08:30-18:00, MON - FRI, AL',",R,30X45,Signpole,1109944986,1109944985,POINT (-114.084609780183 51.042061936541),14,1,260,2
Speed,,SW,,7/1/2005,High Intensity,,,1,R,MAXIMUM 60,A,90X105,,1109128051,1109073969,POINT (-114.193409712981 51.015419538121),1,1,278,14
Yield,,NE,GPS,7/18/2013,Diamond Grade,SG_40-06,,1,R,,A,60X60,Signpole,1109721182,1109721176,POINT (-114.195552366787 51.014560700519),1,1,289,14
Warning,,W,,7/1/2001,,SG_40-06,,0,R,,R,60X75,Signpole,1109099760,1109049333,POINT (-114.197424120341 51.016095676477),1,1,289,14
